num_rows;id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
2041;2707750;Giuliana Apartment Vatican;2204837;Marco;I Centro Storico;Entire home/apt;250;1.0;26;21/08/2019;0.28;1.0;252.0;0
2042;2708977;GIULIA house;3903309;Giulia & Federica;I Centro Storico;Entire home/apt;165;3.0;75;13/09/2021;0.89;2.0;15.0;1
2043;2709785;B&B Rione Monti;12258559;Marisa;I Centro Storico;Private room;34;1.0;757;08/12/2021;8.12;2.0;233.0;74
2044;2709850;Cute small apt Rome centre;1944;Antonella;XI Arvalia/Portuense;Entire home/apt;60;15.0;1;30/06/2021;0.18;8.0;0.0;1
2045;2711634;Giardino dell' Arancio;12890382;Maria Sole;I Centro Storico;Entire home/apt;80;2.0;16;18/10/2021;0.17;1.0;348.0;2
2046;2711791;CHARMING APARTMENT IN PIGNETO;13879162;Tiziana;V Prenestino/Centocelle;Entire home/apt;58;2.0;118;07/11/2021;1.27;1.0;37.0;1
2047;2712727;casa d'artista romantica experience;13882928;Beatrice;I Centro Storico;Entire home/apt;54;4.0;184;26/11/2021;2.02;1.0;199.0;16
2048;2713072;Chez FLO;13884282;Florence;VIII Appia Antica;Entire home/apt;38;3.0;9;25/10/2018;0.10;1.0;0.0;0
2049;2715095;Easy In Rome Navona 1;13820904;Claudia;I Centro Storico;Entire home/apt;101;1.0;10;04/12/2019;0.14;3.0;161.0;0
2050;2717645;95 spezie  Your Home in Rome 3;3140237;Dario;VII San Giovanni/Cinecittà;Hotel room;35;2.0;88;13/09/2021;0.95;3.0;23.0;2
2051;2718882;Luminoso Loft con Vista Spettacolare vicino a Santa Maria in Trastevere;13913828;Elisabetta;I Centro Storico;Entire home/apt;140;3.0;154;28/11/2021;1.66;1.0;334.0;9
2052;2718995;B&B  A Casa di Erica  St Jhon Cathedral;13914091;Erica;VII San Giovanni/Cinecittà;Private room;47;1.0;58;07/11/2019;1.02;1.0;342.0;0
2053;2720634;Lovely Rooms in Rome - Room 1;13922360;Giorgio;II Parioli/Nomentano;Private room;41;1.0;140;19/11/2021;1.51;3.0;352.0;10
2054;2722546;Casetta di Trastevere;13815747;Giulia;I Centro Storico;Entire home/apt;90;2.0;65;05/12/2021;0.72;1.0;357.0;3
2055;2723345;BEAUTIFUL ROOM IN THE CENTER FOR ERASMUS STUDENTS;12959919;Cristina;VII San Giovanni/Cinecittà;Private room;38;2.0;323;04/09/2021;3.74;10.0;311.0;1
2056;2723346;LOVELY APARTMENT HOLIDAY ROME;12959919;Cristina;VII San Giovanni/Cinecittà;Entire home/apt;45;2.0;150;06/08/2019;1.68;10.0;283.0;0
2057;2724013;CASA VACANZA VISTA SU ROMA;13940404;Gemma;I Centro Storico;Entire home/apt;95;2.0;258;21/11/2021;2.77;1.0;271.0;24
2058;2724072;Apartment in San Giovanni District near Colosseo;13940640;Paolo Pio;VII San Giovanni/Cinecittà;Entire home/apt;100;3.0;26;01/11/2021;0.63;1.0;353.0;1
2060;2725486;БЕСПЛАТНЫЕ ЭКСКУРСИИ ГИД  ВАТИКАН;13945958;Inna;XIII Aurelia;Private room;35;3.0;12;05/10/2019;0.13;2.0;265.0;0
2063;2726861;Bright Vatican 2 Bedroom Apartment;13949590;Giusi;I Centro Storico;Entire home/apt;50;4.0;270;22/11/2021;2.93;2.0;296.0;4
2064;2727038;AN OASIS OF QUIET VIEWING S.PETER;13955653;Alberto;XIII Aurelia;Entire home/apt;100;3.0;18;23/09/2019;0.20;1.0;252.0;0
2065;2728963;The Photos Room;13965997;Daniele;XIII Aurelia;Private room;49;2.0;2;30/09/2018;0.03;1.0;303.0;0
2066;2733166;Rome Vatican B&B Van Gogh room;13987080;Ruggero;I Centro Storico;Private room;80;2.0;26;30/04/2019;0.33;4.0;191.0;0
2068;2734679;Urbana terrace house. New!;12998924;Eleonora;I Centro Storico;Entire home/apt;113;2.0;37;25/10/2015;0.40;1.0;161.0;0
2069;2735302;Roman Sunsets Apartment- Residenza Tramonti Romani;13996203;Alessandro;II Parioli/Nomentano;Entire home/apt;53;1.0;11;19/07/2017;0.18;1.0;0.0;0
2070;2736045;Casa Paolina;13990242;Costanza;I Centro Storico;Entire home/apt;61;2.0;45;19/06/2017;0.49;5.0;80.0;0
2071;2740942;Sanpietrina suite apt SelfCheckin 4pax CVSROMA;14025321;Laura;XIII Aurelia;Entire home/apt;59;2.0;164;04/12/2021;1.76;1.0;97.0;19
2072;2741867;Flat Termini - Amazing location perfect for 7!;3278320;Adele;I Centro Storico;Entire home/apt;109;1.0;198;29/11/2021;2.74;1.0;277.0;10
2073;2742847;Max's house;14033688;Massimiliano;XII Monte Verde;Private room;40;3.0;112;31/10/2021;1.21;2.0;347.0;4
2074;2747576;APR Guesthouse B&B;14057091;Alessandro;II Parioli/Nomentano;Entire home/apt;599;1.0;31;06/07/2018;0.56;1.0;362.0;0
2075;2749087;Charming & Cozy Colosseum Apartment;14065075;Carlotta And Graziella;I Centro Storico;Entire home/apt;88;2.0;226;03/03/2020;2.44;1.0;185.0;0
2076;2749437;Quiet staying in Trastevere;14007657;Francesca;I Centro Storico;Private room;45;3.0;101;12/09/2021;1.09;1.0;215.0;5
2077;2751075;Rovere Tiber House - very central and quiet;14073898;Giuly&Paolo;I Centro Storico;Entire home/apt;99;2.0;348;30/11/2021;3.78;4.0;301.0;30
2079;2752059;In the centre of Rome:Ethnic room!;13745716;Andrea;VIII Appia Antica;Private room;60;1.0;58;29/03/2016;0.62;4.0;342.0;0
2080;2758197;Impero Vaticano - Camera Matrimoniale DELUXE;14107648;Inna;XIII Aurelia;Hotel room;70;1.0;46;14/11/2021;0.50;9.0;82.0;17
2081;2758199;Impero Vaticano - Camera Matrimoniale CLASSIC;14107648;Inna;XIII Aurelia;Hotel room;70;1.0;7;02/06/2015;0.08;9.0;83.0;0
2084;2760010;Le Rose di Bi B&B--CAM/LARGE, CIR  13842  .;3091999;Le Rose;I Centro Storico;Private room;80;2.0;3;15/09/2019;0.08;2.0;298.0;0
2085;2760105;Casa Opera;14117575;Riccardo;I Centro Storico;Entire home/apt;76;2.0;26;13/11/2021;0.28;1.0;361.0;1
2086;2761331;GUEST HOUSE NEAR THE CENTER;14122851;Silvia'S Home;XII Monte Verde;Entire home/apt;50;3.0;67;19/11/2021;0.72;1.0;220.0;1
2087;2762548;Private Room Nice & Comfortable Rome Center WIFI2;685588;Aldo;VIII Appia Antica;Private room;25;1.0;252;08/12/2021;2.72;6.0;332.0;30
2088;2762941;House in Rome Center up 20 Beds 4 Room 2 Bathroom;685588;Aldo;VIII Appia Antica;Entire home/apt;200;2.0;48;01/05/2021;0.52;6.0;318.0;3
2089;2763080;ROOM TO RENT IN FRONT M BATTISTINI;11550224;Giuseppe;XIII Aurelia;Private room;20;30.0;5;31/10/2019;0.06;1.0;177.0;0
2090;2763430;Design Apartment Near Colosseum;7304825;Angelo;I Centro Storico;Entire home/apt;150;5.0;9;07/11/2021;0.10;2.0;311.0;5
2091;2765820;Comfortable Room in Rome Center near SUBWAY !! @4;685588;Aldo;VIII Appia Antica;Private room;23;1.0;253;22/11/2021;2.75;6.0;334.0;26
2092;2765924;Piazza Barberini;6353687;Flora&Luca;I Centro Storico;Entire home/apt;65;3.0;120;20/11/2021;1.31;4.0;194.0;23
2094;2767100;Adiac StadioOlimpico e Foro Italico;14152691;Manuela;XV Cassia/Flaminia;Entire home/apt;69;30.0;16;10/10/2019;0.17;1.0;283.0;0
2095;2767899;Casa Relax Fam. D'amata;14155889;Angela;VII San Giovanni/Cinecittà;Entire home/apt;70;2.0;60;04/10/2021;0.67;1.0;249.0;4
2096;2768625;Rent Apartment Campo de' Fiori, Rome.;14158899;Francesco;I Centro Storico;Entire home/apt;60;3.0;131;14/11/2021;1.41;1.0;358.0;8
2097;2772226;Impero Vaticano - Camera Matrimoniale SUITE;14107648;Inna;XIII Aurelia;Hotel room;72;1.0;6;23/11/2016;0.07;9.0;80.0;0
2098;2773797;Casa Simonita;14185640;Filippo;I Centro Storico;Entire home/apt;75;3.0;37;04/01/2020;1.08;2.0;99.0;0
2099;2774666;Lovely Rooms in Rome - Room 2;13922360;Giorgio;II Parioli/Nomentano;Private room;41;1.0;85;01/04/2021;0.92;3.0;356.0;1
2100;2774788;Lovely Rooms in Rome - Room 3;13922360;Giorgio;II Parioli/Nomentano;Private room;39;1.0;67;29/09/2019;0.72;3.0;350.0;0
2101;2781111;Kokoroma Cipro apartment next to Vatican Museum;3837162;Sabrina;I Centro Storico;Entire home/apt;80;2.0;33;24/10/2021;0.36;2.0;336.0;4
2102;2782767;BORGO PIO - B&B My Family - room APPLE;13107230;B&B My Family - ROMA;I Centro Storico;Private room;60;1.0;81;23/02/2020;0.88;1.0;255.0;0
2106;2787266;GREEN-GO Room-Central-PRIVATE BATHR;13563752;Martina & Walter;VIII Appia Antica;Hotel room;62;1.0;65;08/09/2019;0.70;5.0;291.0;0
2108;2791444;Accogliente pied a terre di design nel rione Monti;1764914;Marzia;I Centro Storico;Entire home/apt;100;2.0;131;11/10/2021;1.41;25.0;302.0;11
2109;2791476;Casa @ Stazione di Trastevere;14276645;Luigi;XI Arvalia/Portuense;Entire home/apt;66;2.0;15;03/10/2015;0.16;1.0;341.0;0
2110;2792479;Black & White AptTermini (Coliseum 2 subway stops);13746240;Josette And Nino;I Centro Storico;Entire home/apt;79;3.0;102;17/12/2019;1.12;5.0;44.0;0
2112;2793536;Impero Vaticano - Camera Matrimoniale BASIC;14107648;Inna;XIII Aurelia;Hotel room;66;1.0;3;29/04/2019;0.03;9.0;85.0;0
2113;2796750;Farnese stunning penthouse: Up to 2;2405376;Lorenzo;I Centro Storico;Entire home/apt;190;3.0;22;15/11/2021;0.24;56.0;289.0;8
2114;2797265;Farnese Stylish Apartment;2405376;Lorenzo;I Centro Storico;Entire home/apt;184;3.0;74;22/10/2021;0.81;56.0;272.0;10
2115;2797388;Holiday apartament Rossanella house in Rome;14309243;Germana;VII San Giovanni/Cinecittà;Entire home/apt;50;2.0;45;19/07/2021;0.49;1.0;328.0;1
2117;2798139;Unique New Luxury Mezzanine;13810035;Francesca Romana;I Centro Storico;Entire home/apt;104;2.0;300;03/03/2020;3.30;2.0;0.0;0
2119;2799300;SINGLE ROOM B&W - PRIVATE BATHROOM;13563752;Martina & Walter;VIII Appia Antica;Private room;39;1.0;161;30/08/2019;1.73;5.0;337.0;0
2120;2799528;Kiwi Room, your sweet home in Rome;4353945;Kalim;I Centro Storico;Private room;39;3.0;159;16/11/2020;1.72;1.0;130.0;0
2121;2801581;The great beauty of Pantheon;14328597;Diana;I Centro Storico;Entire home/apt;84;1.0;80;01/12/2019;0.89;2.0;181.0;0
2122;2803243;METRO access apartment central Rome;14337754;Flavio;VII San Giovanni/Cinecittà;Entire home/apt;56;45.0;34;30/06/2019;0.39;1.0;334.0;0
2123;2805608;BB Monti - Zingari Luxury flat;7123191;Barbara;I Centro Storico;Entire home/apt;99;2.0;152;08/11/2021;1.65;5.0;347.0;4
2124;2808648;Bellissima Suite ai Parioli.;1296748;Danilo;II Parioli/Nomentano;Private room;100;1.0;1;05/10/2014;0.01;1.0;365.0;0
2125;2809518;Rooftop Attic with Terrace;14370355;Mirko;XII Monte Verde;Entire home/apt;70;2.0;114;28/01/2020;1.23;1.0;0.0;0
2126;2812859;4 bedroom Family Home in Testaccio;1107433;Emiliano & Maria;I Centro Storico;Entire home/apt;184;1.0;86;04/07/2021;0.93;56.0;334.0;1
2128;2816136;Renovated Apartment in Historic Roman Building;14236252;Edoardo;I Centro Storico;Entire home/apt;175;1.0;173;21/11/2021;2.16;6.0;354.0;8
2129;2818087;Campo de' fiori bilocale 50 mq;14415804;Silvana;I Centro Storico;Entire home/apt;110;1.0;2;07/05/2014;0.02;1.0;311.0;0
2130;2819493;A  jump to reach  San Peter;14424324;Federica;I Centro Storico;Private room;33;3.0;43;09/03/2020;0.49;1.0;165.0;0
2131;2820069;Vatican. Sunny terrace apartment.;9446852;Désirée;I Centro Storico;Entire home/apt;99;4.0;109;07/12/2021;1.18;1.0;279.0;8
2133;2823019;Termini - Colosseum Home;14441665;Delfina;I Centro Storico;Entire home/apt;80;2.0;12;28/07/2018;0.13;3.0;4.0;0
2134;2824652;Vatican Hill apartment 2;14450199;Simona;XIII Aurelia;Entire home/apt;100;2.0;134;03/01/2020;1.70;3.0;127.0;0
2136;2828205;Edgar's Home. Sunny in Rome;14468505;Federico;I Centro Storico;Entire home/apt;70;4.0;13;20/08/2021;0.17;1.0;3.0;2
2137;2829321;Elegante e Luminoso Appartamento vicino a San Pietro;13564898;Simona;I Centro Storico;Entire home/apt;126;3.0;208;05/12/2021;2.27;1.0;321.0;14
2138;2834117;stanza matrimoniale  deluxe con bagno privato;2424817;Valentina;II Parioli/Nomentano;Private room;44;2.0;14;29/10/2021;0.31;2.0;360.0;1
2139;2834347;Depandance;14498072;Filippo E Giulia;XV Cassia/Flaminia;Entire home/apt;90;15.0;23;25/10/2021;0.26;1.0;321.0;2
2140;2835249;b&b il vicolo;14503680;Vanessa;I Centro Storico;Private room;80;1.0;17;13/09/2019;0.18;4.0;358.0;0
2141;2835357;In the heart of Rome !!! Room4 WIFI;13396604;Amira;I Centro Storico;Hotel room;46;1.0;276;27/11/2021;2.98;4.0;365.0;21
2142;2836459;Trastevere Residence - Suite Paolo;14509486;Barbarancia;I Centro Storico;Entire home/apt;90;1.0;58;29/03/2020;0.66;3.0;189.0;0
2143;2836774;TRASTEVERE,AMAZING APARTMENT;14181120;Michela;I Centro Storico;Entire home/apt;116;2.0;168;01/03/2020;1.82;1.0;154.0;0
2144;2842447;DOMUS COLONNA in Prati;14539114;Giampiero;I Centro Storico;Private room;80;2.0;39;30/10/2019;0.49;1.0;222.0;0
2145;2843367;Aurora al Colosseo;14542850;Roberta;I Centro Storico;Entire home/apt;151;3.0;316;23/11/2021;3.41;3.0;273.0;28
2146;2844337;Wonderful Apartment in front of the park!;14546975;Carola;II Parioli/Nomentano;Entire home/apt;95;4.0;40;05/11/2021;0.43;1.0;238.0;5
2147;2844834;Ampia Camera a  S.Giovanni;2449402;Gianluca;VII San Giovanni/Cinecittà;Private room;28;3.0;37;27/10/2019;0.41;3.0;0.0;0
2148;2845037;Appartamento a S.Giovanni;2449402;Gianluca;VII San Giovanni/Cinecittà;Entire home/apt;100;2.0;7;21/12/2019;0.08;3.0;0.0;0
2149;2846542;Studio Apartment with View near the Colosseum;9576917;Alberto & Marialetizia;I Centro Storico;Entire home/apt;71;1.0;531;07/12/2021;5.72;2.0;264.0;46
2150;2851749;Visconte - Castello del Duca;12981300;Joseph;III Monte Sacro;Entire home/apt;67;2.0;27;26/08/2021;0.32;7.0;272.0;4
2151;2852311;Rome beautiful and comfortable apt;11105887;Silvio;VIII Appia Antica;Entire home/apt;92;2.0;69;01/11/2021;0.82;3.0;14.0;3
2152;2853367;RESIDENZA GIULIA, CAMPO DE' FIORI.;11937283;Barbara;I Centro Storico;Entire home/apt;95;2.0;80;10/10/2019;0.87;1.0;361.0;0
2153;2853395;Casa vacanza S.Giovanni in Laterano;14588256;Enzo;VII San Giovanni/Cinecittà;Entire home/apt;75;2.0;67;23/10/2019;0.73;1.0;311.0;0
2154;2854070;ROMA CENTRO-AREA VATICANO - METRO A;14591339;Simonetta;I Centro Storico;Entire home/apt;70;2.0;24;01/11/2021;0.26;1.0;62.0;1
2155;2854197;Trastevere Panoramic Terrace;14591876;Monica;XII Monte Verde;Entire home/apt;100;3.0;156;02/03/2020;1.75;1.0;0.0;0
2156;2854368;CHROMA APT CAMPO DE FIORI;14592613;Andrea;I Centro Storico;Entire home/apt;64;1.0;77;08/12/2021;0.83;13.0;345.0;27
2157;2855389;Colosseo - Independent Apartment with Living Room;6797602;Maria Alberta;I Centro Storico;Hotel room;122;1.0;21;04/10/2020;0.31;20.0;327.0;0
2158;2856025;New Flat Rome Center (Coppedè) WiFi AirCo Parking;14601038;Antonio;II Parioli/Nomentano;Entire home/apt;105;28.0;23;08/05/2021;0.25;2.0;211.0;1
2159;2856855;Teresa e Dario's Home;594514;Paolo;I Centro Storico;Private room;20;1.0;43;16/06/2015;0.47;1.0;0.0;0
2160;2858988;Duca - Castello del Duca;12981300;Joseph;III Monte Sacro;Entire home/apt;77;2.0;55;12/09/2021;0.62;7.0;0.0;6
2161;2859783;Trastevere - La Torre dei Mercanti;14621147;Francesca;I Centro Storico;Entire home/apt;89;2.0;339;16/02/2020;3.68;1.0;0.0;0
2162;2860039;Cavaliere - Castello del Duca;12981300;Joseph;III Monte Sacro;Entire home/apt;66;2.0;50;01/11/2021;0.57;7.0;284.0;3
2163;2860517;Luxury Suite Campo dei Fiori;14556762;Teresa;I Centro Storico;Entire home/apt;87;1.0;210;08/12/2021;2.49;6.0;334.0;24
2164;2860546;Tra Santi e Poeti;14624001;Massimiliano;I Centro Storico;Entire home/apt;100;2.0;145;25/10/2021;1.57;3.0;311.0;6
2165;2861965;Bella camera con bagno privato;14629832;Giovanna;I Centro Storico;Private room;50;2.0;43;05/12/2021;0.46;1.0;361.0;5
2166;2869792;Camera 1;4495963;Alessandro;IV Tiburtina;Private room;60;3.0;17;06/05/2018;0.22;18.0;357.0;0
2167;2870299;Beautiful room in Pigneto;3508565;G;V Prenestino/Centocelle;Private room;44;4.0;237;24/02/2020;2.59;4.0;99.0;0
2168;2870555;Small double room near Vatican;1250240;Michaela Penelope;XIV Monte Mario;Private room;30;4.0;40;16/02/2020;0.43;1.0;0.0;0
2170;2872010;***COLOSSEUM-MONTI DE LUX APT***;14679174;Francesco;I Centro Storico;Entire home/apt;101;3.0;122;09/09/2021;1.40;1.0;337.0;2
2172;2877743;Cozy Apartment in the Vatican area close to metro;14709289;Edoardo;I Centro Storico;Entire home/apt;76;3.0;16;18/10/2021;0.17;5.0;324.0;1
2173;2878926;Gorgeous Room in a beautiful famous Roman palace;9629014;Micky;II Parioli/Nomentano;Private room;28;1.0;53;03/02/2020;0.57;2.0;0.0;0
2174;2879451;asterisco holiday home;14716429;Maria Rita;I Centro Storico;Entire home/apt;110;2.0;41;20/10/2021;0.45;1.0;323.0;2
2175;2879683;country loft with swimming pool;14704317;Sara;XV Cassia/Flaminia;Entire home/apt;100;2.0;2;20/07/2017;0.04;1.0;90.0;0
2176;2883861;Rome Colosseum Flat 3B/2Baths WIFI;1477208;Paolo;I Centro Storico;Entire home/apt;230;3.0;171;11/08/2021;1.85;9.0;159.0;1
2178;2886327;In the heart of Rome ...Trastevere!;14503680;Vanessa;I Centro Storico;Private room;70;1.0;4;19/04/2017;0.05;4.0;361.0;0
2179;2888873;Room in the center of Rome.;14762870;Bruno;I Centro Storico;Private room;55;2.0;14;21/05/2018;0.25;1.0;0.0;0
2180;2894068;Centro Ostiense Testaccio Rooms and Apartment G;14791456;Marco;VIII Appia Antica;Private room;46;2.0;31;25/06/2019;0.45;4.0;161.0;0
2181;2894354;Rome Vaticano,  art flat  cozy and lighting;6091087;Angela;I Centro Storico;Entire home/apt;100;2.0;100;29/11/2019;1.10;1.0;319.0;0
2184;2901967;Clean & Confortable room in Rome;1263657;Paola & Rossana;VIII Appia Antica;Private room;31;3.0;27;05/05/2021;0.30;2.0;323.0;1
2185;2902806;Quiet flat with private court;14827047;Elisa;V Prenestino/Centocelle;Entire home/apt;55;2.0;155;30/12/2019;1.69;1.0;285.0;0
2186;2903980;Fiori e SemiB&B a 3'da Pza S.Pietro;10521515;Lisa;XIII Aurelia;Private room;90;4.0;3;31/12/2018;0.04;3.0;361.0;0
2187;2904445;Holiday home in Rome Il Pigneto;14839509;Silvia;V Prenestino/Centocelle;Entire home/apt;44;5.0;135;22/08/2018;1.47;1.0;313.0;0
2190;2904866;Room + 10 min away from Vatican City;14088712;Alessandro;XIII Aurelia;Private room;39;2.0;271;24/11/2021;2.93;1.0;365.0;10
2191;2906271;Accogliente casa zona centrale;14847389;Angela;II Parioli/Nomentano;Entire home/apt;65;2.0;53;07/10/2020;0.84;1.0;325.0;0
2192;2913440;Testeccio sunny and charming apartment;14881208;Elisabetta;I Centro Storico;Entire home/apt;70;6.0;40;17/07/2020;0.46;1.0;222.0;0
2193;2913764;Cozy and quiet near Colosseum;5262225;Alessandro;I Centro Storico;Entire home/apt;37;3.0;174;29/11/2021;1.92;6.0;66.0;24
2194;2913898;Saint Peter luxury terrace attic;2405376;Lorenzo;I Centro Storico;Entire home/apt;167;3.0;67;29/08/2021;0.78;56.0;164.0;8
2195;2914943;Near the ancient baths of Caracalla;14886972;Luca;I Centro Storico;Entire home/apt;65;2.0;2;25/07/2014;0.02;1.0;342.0;0
2196;2920603;Affittacamere Villa Drusilla;14853358;Astrid;XV Cassia/Flaminia;Private room;44;1.0;4;16/05/2021;0.12;1.0;350.0;1
2199;2926142;Gallery Trinità dei Monti Apartment;14129361;Elena;I Centro Storico;Entire home/apt;170;2.0;44;01/11/2021;0.48;2.0;295.0;2
2200;2929068;Rome Vatican B&B - Monet;13987080;Ruggero;I Centro Storico;Private room;80;2.0;30;09/09/2017;0.38;4.0;347.0;0
2201;2929386;Beatiful Apartment vaticanum 67;14709289;Edoardo;I Centro Storico;Entire home/apt;160;3.0;4;10/07/2021;0.05;5.0;324.0;1
2202;2930353;Rome Vatican B&B - Kandinsky;13987080;Ruggero;I Centro Storico;Private room;75;2.0;35;02/01/2020;0.40;4.0;346.0;0
2204;2942031;MARIEL COZY APARTMENT IN TRASTEVERE;15020403;Agata;I Centro Storico;Entire home/apt;73;3.0;450;02/12/2021;4.87;5.0;235.0;43
2206;2955737;Borgo Pio Passetto Papale;316068;Federico;I Centro Storico;Entire home/apt;83;3.0;126;12/03/2020;1.41;42.0;214.0;0
2207;2958563;C:San Pietro Vaticano 400mt;15100297;Paolo;XIII Aurelia;Entire home/apt;144;5.0;18;01/11/2019;0.20;3.0;0.0;0
2208;2961431;Peaceful, Sophisticated Home, Minutes from the Spanish Steps;15114878;Paola;I Centro Storico;Entire home/apt;150;2.0;113;20/11/2021;1.24;1.0;279.0;7
2209;2961912;Room in Rome;15116770;Alessandro;XII Monte Verde;Entire home/apt;51;1.0;67;03/01/2020;0.74;1.0;126.0;0
2211;2965095;apartment * Big Family Groups *;15100297;Paolo;XIII Aurelia;Entire home/apt;200;4.0;1;18/10/2014;0.01;3.0;98.0;0
2213;2967552;Yellow Apartment Campo de' Fiori;14236252;Edoardo;I Centro Storico;Entire home/apt;250;1.0;198;15/11/2021;2.44;6.0;292.0;13
2214;2968337;New flat Rome City Centre, WiFi, AC;14601038;Antonio;II Parioli/Nomentano;Entire home/apt;95;45.0;4;01/06/2019;0.04;2.0;326.0;0
2215;2968564;La Dolcevita!! the sweet life!!!;15146416;Ilario;VII San Giovanni/Cinecittà;Entire home/apt;44;1.0;42;24/10/2019;0.47;2.0;346.0;0
2216;2969291;Roma...la Grande Bellezza!!!!!;15146416;Ilario;VII San Giovanni/Cinecittà;Entire home/apt;49;2.0;4;29/08/2018;0.04;2.0;345.0;0
2217;2971339;Romantic Trastevere, Holiday Home;15160907;Giuliano;I Centro Storico;Entire home/apt;81;3.0;261;21/11/2021;2.86;1.0;266.0;34
2218;2971964;Appartamento lussuoso con giardino.;8582934;Alfredo;IX Eur;Entire home/apt;86;1.0;30;24/09/2020;0.44;4.0;314.0;0
2219;2972552;Lungotevere Holidays -Trastevere;15165389;Domenico;I Centro Storico;Entire home/apt;86;28.0;223;13/08/2020;2.81;1.0;222.0;0
2220;2973419;COLOSSEO - LINA'S COZY HOME;4514906;Marzio Federico;I Centro Storico;Entire home/apt;45;3.0;143;23/11/2021;1.76;9.0;333.0;13
2221;2974813;La casa sulle Mura;3341748;Riccardo;I Centro Storico;Private room;62;29.0;38;08/10/2019;0.41;1.0;365.0;0
2222;2975375;Luxury studio with Private balcony-RioneMonti;15176870;Marida;I Centro Storico;Entire home/apt;75;1.0;61;05/12/2021;1.00;11.0;174.0;9
2223;2975770;SUNNY DOUBLE ROOM;14241500;Lexi;II Parioli/Nomentano;Private room;40;2.0;26;23/12/2020;0.34;2.0;108.0;1
2224;2979035;90 SQM IDEAL X FAMILY OR FRIENDS UP TO 4/6 PAX;13180764;Home In;I Centro Storico;Entire home/apt;54;1.0;263;04/12/2021;2.87;1.0;303.0;37
2226;2982459;Trevi Comfortable Terrace Apartment;2405376;Lorenzo;I Centro Storico;Entire home/apt;179;4.0;56;21/11/2021;0.63;56.0;270.0;5
2227;2994099;La casa di Monika - Monika's house;15264322;Monika;XV Cassia/Flaminia;Entire home/apt;31;3.0;57;17/09/2020;0.65;2.0;325.0;0
2228;2997346;Corso Vittorio - Campo De Fiori;2315268;Alessandra;I Centro Storico;Entire home/apt;110;1.0;60;26/07/2019;0.65;18.0;252.0;0
2229;3001593;Room very near the Metro Station;15299114;Laura;VII San Giovanni/Cinecittà;Private room;68;2.0;90;30/08/2020;1.14;6.0;335.0;0
2231;3011294;Modern Pop Art Apartment in  Rome;15345559;Loris E Vasco;I Centro Storico;Entire home/apt;149;2.0;41;02/07/2019;0.52;4.0;0.0;0
2232;3011489;Villa with garden Fully equipped;12838844;Andrea;XV Cassia/Flaminia;Entire home/apt;300;3.0;3;02/08/2017;0.03;1.0;362.0;0
2233;3013955;Beautiful new apt close to St Peter;4068282;Angelo;I Centro Storico;Entire home/apt;79;10.0;95;24/08/2021;1.08;1.0;158.0;6
2235;3015737;Stanza Singola Ampia a Monteverde;14391093;Veronica;XII Monte Verde;Private room;60;28.0;1;18/11/2014;0.01;3.0;252.0;0
2236;3023652;Feel Authentic Rome in a Unique Flat;8845796;Marco;I Centro Storico;Entire home/apt;85;3.0;220;05/12/2021;2.89;1.0;154.0;11
2237;3025909;SILVESTRI 226 - Casa Vacanze 3;15416039;Veronica;XII Monte Verde;Entire home/apt;94;2.0;7;11/01/2020;0.15;3.0;325.0;0
2238;3025966;B&B le tre virtù;15120915;Letrevirtù;I Centro Storico;Entire home/apt;35;2.0;274;18/11/2021;2.99;2.0;275.0;18
2239;3027298;Top floor flat with terrace;15421031;Elena;XII Monte Verde;Entire home/apt;90;4.0;28;31/08/2021;0.40;1.0;0.0;1
2240;3028431;Small villa near MetroA;15330274;Evelina;V Prenestino/Centocelle;Entire home/apt;96;3.0;9;22/10/2018;0.10;1.0;284.0;0
2241;3029328;Roma Appartamento a CASA DI LAURA🏡 MORENA;15327273;Laura;VII San Giovanni/Cinecittà;Entire home/apt;28;1.0;10;29/08/2021;0.73;1.0;322.0;8
2242;3036056;Warm ensuite double close to tiburtina station;4495963;Alessandro;IV Tiburtina;Private room;55;1.0;6;18/07/2016;0.08;18.0;358.0;0
2243;3038969;Il rifugio in Trastevere;15474632;Simonetta;I Centro Storico;Entire home/apt;80;1.0;48;01/12/2021;0.52;1.0;333.0;14
2244;3039363;Valihome close to Villa Pamphili;7622937;Vale;I Centro Storico;Entire home/apt;90;5.0;5;17/10/2016;0.08;1.0;356.0;0
2245;3040075;#NICE ROOM WITH BATH close TIBURTINA STATION;13470526;Sergio C;IV Tiburtina;Private room;45;3.0;13;06/05/2019;0.14;7.0;343.0;0
2246;3041617;Cozy room in modern apartment!;15487691;Roberta;III Monte Sacro;Private room;28;1.0;138;25/06/2019;1.84;1.0;67.0;0
2247;3047392;Rome Kandinsky House   95 sqm  flat;15049786;Federico;XII Monte Verde;Entire home/apt;59;2.0;61;21/11/2021;0.70;1.0;345.0;17
2248;3051474;Holiday rental St.Peter's area (3 beds);5199232;Maurizio;XIII Aurelia;Entire home/apt;38;2.0;24;25/02/2020;0.28;5.0;302.0;0
2249;3051803;Near Colosseum and Termini Station;15536902;Paola;I Centro Storico;Entire home/apt;110;3.0;62;07/02/2020;0.71;1.0;346.0;0
