num_rows;id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
18295;39980767;Economy Quadruple Room;4064206;Romangelo;I Centro Storico;Private room;100;1.0;3;22/02/2020;0.13;7.0;0.0;0
18296;39983613;Boutique Domus Trastevere Family Terrace;308281513;Trastevere;XII Monte Verde;Entire home/apt;212;3.0;1;05/01/2020;0.04;1.0;11.0;0
18297;39984244;Sweet Home Panisperna;308287594;Roberta & Guido;I Centro Storico;Entire home/apt;58;1.0;28;26/11/2021;1.13;1.0;96.0;1
18298;39985183;Casa Caudì 5 - DESIGN STUDIO WITH TILES TERRACE;1646146;Alessandro;II Parioli/Nomentano;Private room;95;2.0;1;02/01/2020;0.04;6.0;280.0;0
18299;39985489;Splendido attico con vista sul cuore di Roma!!;9922159;Claudia;I Centro Storico;Entire home/apt;191;1.0;10;28/11/2021;0.42;9.0;48.0;4
18300;39985919;Efeso 19 - Appartamento nuovo vicino alla metro;308301634;Guglielmo;VIII Appia Antica;Entire home/apt;119;1.0;2;16/02/2020;0.08;3.0;263.0;0
18301;39988302;Casa Caudì 2 – PENTHOUSE + TERRACE ON ROMAN WALLS;1646146;Alessandro;II Parioli/Nomentano;Entire home/apt;115;2.0;6;29/01/2021;0.25;6.0;192.0;1
18302;39988866;Casa Caudì 4 – DESIGN & HISTORY IN CENTRAL ROME;1646146;Alessandro;II Parioli/Nomentano;Entire home/apt;95;2.0;3;04/12/2021;0.13;6.0;126.0;2
18303;39989918;Casa Caudì 6 - CENTRAL ROME ROMANTIC NEW BEDROOM;1646146;Alessandro;II Parioli/Nomentano;Private room;75;2.0;2;22/11/2021;0.08;6.0;95.0;1
18304;39990183;Double room/private en suite bathroom/free parking;35470665;Jader;V Prenestino/Centocelle;Private room;70;1.0;13;19/08/2021;0.79;3.0;165.0;7
18306;39990841;Magenta Deluxe Silveri;227405004;Cristina E Damla;XIII Aurelia;Entire home/apt;50;1.0;30;19/11/2021;1.23;7.0;180.0;18
18307;39991311;Magenta Superior San Pietro 13/3;227405004;Cristina E Damla;XIII Aurelia;Private room;44;1.0;28;23/11/2021;1.23;7.0;177.0;14
18309;39991845;Magenta Superior San Pietro 13/1;227405004;Cristina E Damla;XIII Aurelia;Private room;40;1.0;11;23/11/2021;0.44;7.0;157.0;2
18310;39992071;Magenta Superior San Pietro 13/5;227405004;Cristina E Damla;XIII Aurelia;Private room;42;1.0;47;17/11/2021;1.92;7.0;161.0;17
18311;40000251;Nel cuore della città - attichetto con terrazza;308459084;Chiara + Giuseppe;I Centro Storico;Entire home/apt;75;2.0;5;31/10/2021;0.21;1.0;33.0;1
18313;40004511;BELLE MAISON GIULIA;308501545;Dolores;X Ostia/Acilia;Entire home/apt;68;3.0;6;11/09/2021;0.25;1.0;287.0;1
18315;40006077;Casa Sapori;113286791;Paolo;IX Eur;Entire home/apt;67;2.0;7;08/12/2021;0.30;1.0;248.0;3
18316;40010303;Luminoso e confortevole a pochi passi dal Colosseo;308558093;Mauro;I Centro Storico;Entire home/apt;100;1.0;1;02/01/2020;0.04;1.0;339.0;0
18317;40018644;The Chic Suite Center Rome FREE Wi-Fi;254485402;Michela;I Centro Storico;Entire home/apt;140;1.0;1;01/10/2021;0.43;1.0;316.0;1
18318;40021420;Bright and spacious LGBTQIA+ friendly double room;308666835;Cloudy;VIII Appia Antica;Private room;40;1.0;47;15/11/2021;2.05;1.0;235.0;33
18319;40025209;New Roma Silver;29443313;Vincenzo;I Centro Storico;Private room;70;1.0;6;12/09/2021;0.25;17.0;342.0;1
18321;40027959;Piazza Navona enchanting loft;308716895;Veneta;I Centro Storico;Entire home/apt;43;3.0;42;08/12/2021;1.70;1.0;114.0;28
18324;40029396;CASA BANZO CAMPO DEI FIORI e PIAZZA NAVONA;27938749;Andriana;I Centro Storico;Entire home/apt;95;3.0;18;24/11/2021;0.76;4.0;316.0;13
18326;40029841;Magenta Deluxe Gregorio VII/2;227405004;Cristina E Damla;XIII Aurelia;Private room;45;1.0;4;10/09/2021;0.29;7.0;119.0;3
18327;40030563;Imperial Suite Guest House - Double / Twin Room;256176714;Alex;II Parioli/Nomentano;Private room;89;1.0;117;21/11/2021;4.71;2.0;66.0;27
18328;40034157;Monti House;180844217;Claudia;I Centro Storico;Entire home/apt;42;1.0;5;12/09/2021;0.22;3.0;324.0;2
18329;40036191;Allegra's House Vaticano;293645854;Alessandro;I Centro Storico;Entire home/apt;77;2.0;46;29/11/2021;1.95;2.0;265.0;26
18331;40045270;Secret Coronari;63722945;Alessia;I Centro Storico;Entire home/apt;72;2.0;1;02/01/2020;0.04;2.0;250.0;0
18333;40047215;Donatello Loft;305643462;Serenella;II Parioli/Nomentano;Entire home/apt;119;3.0;8;13/10/2021;0.34;1.0;302.0;5
18339;40057672;Il giardino nascosto;5212808;Bruno;VII San Giovanni/Cinecittà;Entire home/apt;56;2.0;21;28/10/2021;0.84;1.0;96.0;14
18340;40058476;SPOTinROME design apt centro storico Visconti 2°;46823721;Alessandra;I Centro Storico;Entire home/apt;65;2.0;12;31/10/2021;0.54;4.0;337.0;8
18342;40063626;Mimosa;27784743;Francesco;I Centro Storico;Entire home/apt;60;3.0;23;20/11/2021;0.95;2.0;178.0;14
18343;40066398;Louis House at Villa Borghese CENTRAL,NEW & QUITE;3205186;Mirko;II Parioli/Nomentano;Entire home/apt;95;2.0;2;05/10/2021;0.54;4.0;70.0;2
18344;40072026;Come over and visit Rome, the eternal city n2;288558;Roberta;I Centro Storico;Private room;35;2.0;1;16/09/2021;0.35;2.0;67.0;1
18346;40073970;SPOTinROME design apt centro storico Visconti 1°;46823721;Alessandra;I Centro Storico;Entire home/apt;99;2.0;18;22/11/2021;0.81;4.0;350.0;12
18347;40074212;Cozy Triple Room - All comforts;308713555;My;I Centro Storico;Private room;97;1.0;12;09/10/2021;0.50;2.0;138.0;1
18348;40074743;Cosy Double Room - All comforts;308713555;My;I Centro Storico;Private room;85;1.0;28;13/03/2020;1.12;2.0;136.0;0
18350;40082936;Domus Battistini -close to the subway;309242380;Araceli;XIII Aurelia;Entire home/apt;79;2.0;1;13/12/2019;0.04;1.0;179.0;0
18351;40083004;Apt with garage, swimming p., tennis, green area.;10120198;Alessandro;II Parioli/Nomentano;Entire home/apt;70;2.0;16;29/10/2021;0.91;1.0;7.0;13
18354;40086458;NEW MODERN REALLY CENTRAL APARTMENT - VATICAN;309269093;Marta;I Centro Storico;Entire home/apt;85;2.0;28;29/11/2021;1.14;1.0;71.0;20
18355;40088728;Chiavari Deluxe 2bed/2bath Apart.| Campo dè Fiori;309294555;Alessandro;I Centro Storico;Entire home/apt;163;2.0;32;22/11/2021;1.36;1.0;294.0;17
18356;40089275;Da Merion, Orange room;309036322;Maria;V Prenestino/Centocelle;Private room;42;1.0;14;04/12/2021;0.59;2.0;40.0;8
18357;40089692;Trastevere Sweet Home - apartment for 5 pax;9928446;Claudia & Daniele;I Centro Storico;Entire home/apt;48;1.0;22;21/11/2021;0.91;3.0;196.0;13
18358;40091456;Da Merion, Blue room;309036322;Maria;V Prenestino/Centocelle;Private room;42;1.0;3;11/09/2021;0.13;2.0;99.0;1
18360;40102890;Piazza di Spagna - Home;309478054;Paola;I Centro Storico;Entire home/apt;290;1.0;6;22/02/2020;0.25;1.0;235.0;0
18362;40104378;Cozy room da Gabri (with wifi and Air conditioner);271062056;Gabriella;II Parioli/Nomentano;Private room;35;2.0;3;03/03/2020;0.14;2.0;157.0;0
18363;40106881;Fantastic Apartment in the heart of Rome;29110978;Sarah;I Centro Storico;Entire home/apt;300;2.0;1;28/02/2020;0.05;2.0;185.0;0
18364;40109110;Apartment 2 Bedrooms -2 Bathrooms Near The Vatican;106221619;Andrea;I Centro Storico;Entire home/apt;121;3.0;3;13/08/2020;0.14;2.0;93.0;0
18365;40109826;Roman's ruins Wonderful Colosseum apt with view;47361052;Giorgio;I Centro Storico;Entire home/apt;100;1.0;49;14/11/2021;2.00;2.0;40.0;31
18366;40113513;Sonder | Navona Suites | Ideal 2BR + Sleeper sofa;224869116;Sonder (Rome);I Centro Storico;Entire home/apt;117;2.0;20;04/11/2021;0.83;60.0;108.0;11
18369;40126415;SUPER OFFER! PIAZZA NAVONA TERRACE;51503378;Laura;I Centro Storico;Entire home/apt;109;1.0;2;24/12/2019;0.08;37.0;334.0;0
18370;40126817;NINA'S HOUSE - Luxury Residences;309670605;Ilaria;I Centro Storico;Entire home/apt;120;2.0;21;25/10/2021;0.89;1.0;340.0;9
18371;40128164;ATTICO BARBERINI;29624473;Alessandro;I Centro Storico;Entire home/apt;60;1.0;23;20/11/2021;1.03;2.0;341.0;10
18373;40134148;Casa Giugia Luxor;16206116;Giulia;II Parioli/Nomentano;Entire home/apt;93;3.0;1;15/12/2019;0.04;1.0;85.0;0
18374;40138006;MY POINT OF VIEW  WITH BALCONY TRASTEVERE;219587130;Luca;I Centro Storico;Entire home/apt;70;3.0;30;31/10/2020;1.23;3.0;0.0;0
18376;40147198;Pignatelli Apartment centro storico;219661564;Natasha;I Centro Storico;Entire home/apt;99;3.0;1;04/01/2020;0.04;1.0;5.0;0
18377;40148979;Funny Rooms;116217484;Mabri;I Centro Storico;Private room;32;1.0;3;08/01/2020;0.12;7.0;169.0;0
18378;40151108;Cozy and comfy 3BedroomApt-St.Peter/Vatican Area;70994038;Camilla;XIII Aurelia;Entire home/apt;134;2.0;2;25/10/2021;0.08;4.0;210.0;1
18379;40152223;Nido;309953215;Chiara;V Prenestino/Centocelle;Entire home/apt;35;2.0;1;23/11/2019;0.04;1.0;0.0;0
18381;40154799;Dahlia apartment -Appartamento indipendente metroA;48165763;Marzia;VII San Giovanni/Cinecittà;Entire home/apt;61;3.0;18;04/11/2021;0.75;1.0;242.0;13
18382;40157428;Via Giulia by Burghesius;21277598;Burghesius;I Centro Storico;Entire home/apt;200;3.0;3;22/11/2021;1.53;6.0;0.0;3
18383;40158553;Efeso 19 - Stanza Deluxe con bagno privato 1;308301634;Guglielmo;VIII Appia Antica;Private room;65;1.0;2;17/10/2021;0.08;3.0;263.0;1
18384;40158784;Efeso 19 -Stanza Deluxe con bagno privato 2;308301634;Guglielmo;VIII Appia Antica;Private room;65;1.0;1;17/07/2021;0.21;3.0;262.0;1
18386;40165992;Rufina Apartment;310119301;La Tenuta Di Rocco;I Centro Storico;Entire home/apt;139;3.0;16;01/11/2021;0.95;2.0;303.0;15
18387;40166355;Appartamento a soli 5 minuti a piedi da San Pietro;87654247;Massimo;I Centro Storico;Entire home/apt;80;1.0;1;01/11/2020;0.07;2.0;190.0;0
18388;40168290;louer une chambre meublée dans un appartement;20345504;Mario;VII San Giovanni/Cinecittà;Private room;20;3.0;1;24/11/2019;0.04;1.0;0.0;0
18389;40168429;Marianna;125142165;Roberto;XV Cassia/Flaminia;Entire home/apt;100;7.0;2;02/01/2020;0.08;1.0;362.0;0
18390;40168619;From Ostia Beach to Rome & Airport in a heartbeat!;308265504;Gianmarco;X Ostia/Acilia;Entire home/apt;61;3.0;18;11/10/2021;0.79;1.0;124.0;6
18392;40172591;GREGORIO 13.1;160739038;Giorgia;XIII Aurelia;Private room;22;1.0;8;07/02/2020;0.32;2.0;89.0;0
18393;40174826;Happy Giulia;149693169;Giulia;II Parioli/Nomentano;Entire home/apt;50;3.0;36;22/11/2021;1.53;1.0;131.0;34
18395;40178227;Mama Rosa room - San Paolo;220522176;Barbara;VIII Appia Antica;Private room;22;31.0;7;12/02/2021;0.31;5.0;0.0;1
18397;40192752;OksyRoma - 2 large rooms with 7 beds !;304980430;Oksana;V Prenestino/Centocelle;Private room;53;2.0;1;02/01/2020;0.04;3.0;1.0;0
18399;40198057;Appartamento in villa nel verde .;198626855;Roberto;XII Monte Verde;Entire home/apt;59;7.0;1;02/08/2021;0.23;1.0;87.0;1
18400;40198755;b&b Olympic Suite Roma;310458257;Carla;XIV Monte Mario;Private room;60;1.0;1;08/02/2021;0.10;1.0;353.0;1
18401;40198782;Villino tra Roma e i Castelli Romani;20850080;Chiara;VII San Giovanni/Cinecittà;Entire home/apt;50;2.0;1;01/12/2019;0.04;1.0;84.0;0
18406;40204901;Domus Clodia;310504704;Paola;I Centro Storico;Entire home/apt;166;2.0;2;06/11/2021;0.09;1.0;354.0;1
18407;40208447;Rhome202 - a modern apartament;294239891;Rhome;VII San Giovanni/Cinecittà;Entire home/apt;51;1.0;10;17/11/2021;0.40;2.0;329.0;2
18408;40213923;7B-SWEET R(h)OME- appartamento testaccio;15159197;Roberta;I Centro Storico;Entire home/apt;60;1.0;7;31/08/2021;0.29;1.0;192.0;3
18409;40214396;Bright Double Bedroom in Gianicolo - Trastevere;310516148;Paola;XII Monte Verde;Private room;28;1.0;6;21/09/2021;0.34;1.0;86.0;2
18410;40216573;Loft 60 -Exclusive Loft Rome City Center;310609813;Diego;I Centro Storico;Entire home/apt;70;1.0;14;24/04/2021;0.60;1.0;311.0;9
18411;40217003;Luxury Apartment in the Heart of Trastevere;22525275;Sabrina;I Centro Storico;Entire home/apt;85;3.0;1;05/01/2020;0.04;1.0;81.0;0
18412;40217189;FRESH HOUSE TREVI;28700626;Riccardo;I Centro Storico;Entire home/apt;75;1.0;10;02/11/2021;0.43;7.0;75.0;4
18413;40219595;Golden Nice Apartment;160303545;Golden;I Centro Storico;Entire home/apt;250;1.0;4;12/02/2020;0.17;3.0;360.0;0
18415;40221821;Pigneto District - Colorful Flat x 3! NEW;96122546;CleanBnB Team;V Prenestino/Centocelle;Entire home/apt;55;2.0;1;24/10/2020;0.07;111.0;212.0;0
18416;40231135;Argilla 21 Rome - a pochi passi da San Pietro;77937534;Simone;XIII Aurelia;Entire home/apt;58;2.0;16;04/09/2021;0.66;1.0;303.0;2
18417;40232333;Stanza Sant'Andrea;302109096;Francesco;I Centro Storico;Private room;60;2.0;53;19/11/2021;2.25;8.0;63.0;38
18420;40245816;Appartamento zona Vaticano 2;179401430;Sara;XIII Aurelia;Entire home/apt;78;3.0;8;23/10/2021;0.34;1.0;119.0;5
18421;40246343;La Casa di Lù;269264913;Ludovica;V Prenestino/Centocelle;Entire home/apt;49;2.0;13;14/11/2021;0.54;1.0;22.0;8
18422;40246535;Lion Apartment - Luxury apartment-Rome city centre;278632299;Chiara;I Centro Storico;Entire home/apt;83;3.0;9;27/02/2020;0.39;3.0;314.0;0
18423;40247586;Room Lucilla;309660398;ImeraRooms;I Centro Storico;Private room;36;1.0;1;11/08/2021;0.25;5.0;300.0;1
18424;40250473;Kobe's Apartment in Rome;252341127;Mark;I Centro Storico;Entire home/apt;89;2.0;2;27/01/2020;0.08;3.0;44.0;0
18431;40267816;APPARTAMENTO ACCOGLIENTE SAN GIOVANNI-APPIO LATINO;309263446;Catia E Roberto;VII San Giovanni/Cinecittà;Entire home/apt;86;2.0;13;20/11/2021;0.55;1.0;177.0;7
18432;40267903;Al centro di Roma ottimi collegamenti e comodita!;278899803;Claudia;VII San Giovanni/Cinecittà;Entire home/apt;80;12.0;2;11/08/2021;0.09;2.0;123.0;1
18433;40269220;Indipendente Garbatella 2;30353870;Bruna;VIII Appia Antica;Entire home/apt;59;1.0;5;26/02/2020;0.20;2.0;0.0;0
18434;40271540;AmoRoma Room9 Termini St./Repubblica breakfast box;198880137;Daniele;I Centro Storico;Private room;55;1.0;2;17/07/2021;0.09;11.0;221.0;1
18436;40273019;Little Home Condotti;311100456;Luca;I Centro Storico;Entire home/apt;140;1.0;15;02/10/2020;0.67;1.0;0.0;0
18437;40273434;Modern Deluxe Ensuite with private batroom;310844838;Hello Home;I Centro Storico;Private room;79;1.0;4;16/10/2020;0.19;4.0;0.0;0
18438;40273463;Single room with private bathroom;310844838;Hello Home;I Centro Storico;Private room;40;1.0;1;16/02/2021;0.10;4.0;0.0;1
18440;40275352;*******THE IMPERIAL SUITE*******;31163361;Tommaso;VII San Giovanni/Cinecittà;Entire home/apt;95;1.0;25;01/11/2021;1.05;5.0;357.0;15
18444;40276497;AmoRomaSuite Room10 Termini St. breakfast box;198880137;Daniele;I Centro Storico;Private room;55;1.0;30;30/11/2021;1.24;11.0;259.0;16
18445;40278427;Accogliente monolocale vicino alla metro;140454066;Nadia;VIII Appia Antica;Entire home/apt;52;2.0;23;30/11/2021;0.97;1.0;69.0;12
18446;40279751;Domus Candia 66;9922159;Claudia;I Centro Storico;Entire home/apt;186;1.0;5;29/02/2020;0.21;9.0;34.0;0
18447;40281030;Cozy flat near Vatican City in the heart of Rome;311159839;Daniela Anna Maria;XIII Aurelia;Entire home/apt;35;1.0;4;17/02/2021;0.17;1.0;0.0;1
18449;40281841;Storico appartamento a lato di S.Pietro;192661599;Fabrizio;I Centro Storico;Entire home/apt;75;3.0;1;01/01/2020;0.04;1.0;67.0;0
18450;40282890;Casa della Musica di Paola - near Auditorium;311177131;La Casa;II Parioli/Nomentano;Entire home/apt;50;2.0;2;22/02/2020;0.08;1.0;58.0;0
18451;40283382;La Casina di Campo de' Fiori;311178939;Alessia;I Centro Storico;Entire home/apt;84;2.0;19;05/12/2021;0.80;3.0;350.0;12
18452;40284355;Appartamento Romolo e Remo;310936759;Egidio;I Centro Storico;Entire home/apt;120;1.0;1;11/12/2019;0.04;1.0;0.0;0
18455;40285765;Trastevere apartment;311198670;Alessia;I Centro Storico;Entire home/apt;53;2.0;53;05/12/2021;2.14;1.0;286.0;36
18456;40296750;INTERNO 2 Apartment - San Giovanni;7910562;Marta;VII San Giovanni/Cinecittà;Entire home/apt;70;2.0;1;12/07/2020;0.06;1.0;345.0;0
18458;40297820;Double Ensuite with private bathroom;310844838;Hello Home;I Centro Storico;Private room;50;1.0;4;18/07/2021;0.27;4.0;0.0;2
18459;40298095;ST. PETER VIEW!;229175003;Enrica;XIII Aurelia;Entire home/apt;80;2.0;5;02/11/2021;0.21;1.0;171.0;3
18460;40300772;Deluxe Twin Ensuite;310844838;Hello Home;I Centro Storico;Private room;69;1.0;1;11/08/2020;0.06;4.0;0.0;0
18461;40301420;Camera matrimoniale con bagno privato adiacente;293613881;Alessandro;I Centro Storico;Private room;33;2.0;13;05/03/2020;0.52;3.0;0.0;0
18462;40301515;bed in a 4-bed mixed gender dorm room;310887232;The Beehive;I Centro Storico;Shared room;19;1.0;8;18/10/2021;0.33;7.0;20.0;4
18464;40302735;Hotel Dell'Urbe;280947233;Hotel Dell'Urbe;I Centro Storico;Private room;60;1.0;6;24/02/2020;0.25;2.0;0.0;0
18465;40307886;Accogliente appartamento davanti i Musei Vaticani;311431182;Carlos;I Centro Storico;Entire home/apt;122;2.0;14;13/03/2020;0.58;1.0;311.0;0
18466;40310403;Corso37 Home - Home&Kitchen in the heart of Rome;20820694;Maurizio;II Parioli/Nomentano;Entire home/apt;266;2.0;9;04/04/2020;0.38;2.0;302.0;0
18467;40315448;Suites by Chloe;310806298;Edoardo;I Centro Storico;Private room;93;1.0;16;13/11/2021;0.69;1.0;351.0;4
18468;40315625;Ludovica's Luxury Home;308313534;Ilaria;II Parioli/Nomentano;Entire home/apt;50;1.0;31;08/01/2021;1.28;2.0;6.0;3
18469;40323988;Beautiful Colosseum brand new flat FREE CITY TOUR;4903155;Silvia E Alessandro;I Centro Storico;Entire home/apt;60;2.0;2;16/12/2019;0.08;2.0;0.0;0
18470;40324554;GEMMA DOMUS ROMAN CENTER.;311604966;Danaysis;I Centro Storico;Entire home/apt;201;1.0;20;02/11/2021;0.81;1.0;260.0;3
18471;40326103;amelia apartment central;200725870;Paola;VII San Giovanni/Cinecittà;Entire home/apt;45;1.0;2;20/01/2020;0.08;2.0;0.0;0
18472;40333339;B&Bea;311551797;Beatrice;XII Monte Verde;Entire home/apt;99;3.0;5;12/03/2020;0.21;1.0;356.0;0
18473;40334219;Cosimato 1 - Trastevere - 2 bedrooms;310692814;Gaia;I Centro Storico;Entire home/apt;120;2.0;1;31/12/2019;0.04;3.0;99.0;0
18474;40334844;Spaciuos Flat x 8 close to Villa Borghese! NEW;96122546;CleanBnB Team;II Parioli/Nomentano;Entire home/apt;143;2.0;10;06/09/2021;0.42;111.0;0.0;7
18476;40340570;Livia's Luxury Home;308313534;Ilaria;II Parioli/Nomentano;Entire home/apt;80;1.0;1;02/01/2021;0.09;2.0;0.0;1
18477;40341687;Kiss Inn 2, Private room for rent in Rome;32147665;Agnes;I Centro Storico;Private room;50;2.0;2;05/07/2021;0.09;2.0;166.0;1
18478;40341998;Small LOFT in the historic center of Rome!;13072175;Perla;I Centro Storico;Entire home/apt;100;2.0;2;16/05/2021;0.28;1.0;247.0;2
18480;40359473;Appartamento presso i Musei Vaticani per 5 persone;13987080;Ruggero;I Centro Storico;Entire home/apt;90;2.0;1;27/02/2020;0.05;4.0;299.0;0
18483;40364748;Apartment 805 - one step to the center;177112015;Giuseppe;VII San Giovanni/Cinecittà;Entire home/apt;53;2.0;2;04/01/2020;0.08;1.0;0.0;0
18484;40365902;Comfortable, stylish holidays beside the Colosseum;172967820;Flavia;I Centro Storico;Entire home/apt;100;3.0;40;08/11/2021;1.62;6.0;326.0;22
18485;40366090;Room next to the center;312011652;Pierre;II Parioli/Nomentano;Entire home/apt;15;1.0;2;02/07/2020;0.09;1.0;0.0;0
18486;40366724;Lussuoso appartamento con terrazza panoramica;1534295;Ilaria;I Centro Storico;Entire home/apt;500;3.0;1;17/10/2021;0.56;4.0;7.0;1
18487;40368491;bed in a 4-bed mixed dorm room;310887232;The Beehive;I Centro Storico;Shared room;23;1.0;22;30/10/2021;0.97;7.0;173.0;5
18488;40368862;OB1 Vacanze Romane;312000980;Gabriele;XIII Aurelia;Entire home/apt;100;2.0;13;10/11/2021;0.55;1.0;324.0;9
18489;40369862;Cozy Bramante Rome Apartment;312038557;Roberto;I Centro Storico;Entire home/apt;98;5.0;5;10/03/2020;0.21;1.0;245.0;0
18490;40372942;Tripla confort;312060569;Elena;I Centro Storico;Private room;70;1.0;1;06/12/2019;0.04;4.0;76.0;0
18491;40373506;I piccoli grani nice B & B near Vatican;6080316;Tiziana;XIII Aurelia;Entire home/apt;95;2.0;1;02/01/2020;0.04;1.0;346.0;0
18493;40388759;Teo's Apartment;312198588;Valerio;IV Tiburtina;Entire home/apt;45;2.0;1;07/02/2020;0.04;1.0;0.0;0
18494;40388866;QUADRUPLE ROOM.    (SharedBathroom);312199818;Uddin;I Centro Storico;Private room;30;1.0;5;25/02/2020;0.21;1.0;0.0;0
18496;40391270;Il Cortile di Elisa;200551854;Francesca Rosa;V Prenestino/Centocelle;Entire home/apt;63;5.0;22;01/12/2021;0.91;1.0;66.0;9
18498;40391972;Olimpia 204;312222136;Alessia;XII Monte Verde;Entire home/apt;259;2.0;13;22/09/2021;0.55;1.0;161.0;7
18499;40393759;Appartamento nel verde;312236025;Frances;XV Cassia/Flaminia;Entire home/apt;85;2.0;1;31/12/2019;0.04;1.0;128.0;0
18500;40394399;Rome with Love;312043374;Olympia;VII San Giovanni/Cinecittà;Private room;119;1.0;1;06/12/2019;0.04;1.0;89.0;0
18502;40395970;Casa e campi apartment;69796739;Simona;XV Cassia/Flaminia;Entire home/apt;70;2.0;3;25/04/2021;0.13;1.0;259.0;1
18503;40396505;STYLISH STUDIO NEAR COLOSSEO AND TERMINI;56343298;Hosting Flats;I Centro Storico;Entire home/apt;50;1.0;35;22/11/2021;1.44;6.0;137.0;20
18506;40411084;Casa Turchina;1264871;Arianna E Marco;III Monte Sacro;Entire home/apt;70;3.0;2;07/01/2020;0.08;2.0;97.0;0
18507;40411124;The Bluehostel - Camera matrimoniale con bagno;312499118;The Bluehostel;I Centro Storico;Private room;92;1.0;3;02/01/2020;0.13;3.0;360.0;0
18510;40414536;💛Trastevere Tiny Home💛;4453257;Marco, Carlotta, Angelo & Friends;I Centro Storico;Entire home/apt;51;1.0;49;22/11/2021;2.02;31.0;321.0;29
18511;40414744;ALtino CasaNati;312528353;Natalita Georgeta;VII San Giovanni/Cinecittà;Entire home/apt;40;2.0;6;25/02/2021;0.27;1.0;103.0;2
18512;40416768;Santa Maria Suites 2;24459917;Carol;I Centro Storico;Entire home/apt;75;1.0;6;06/11/2021;0.85;19.0;308.0;6
18514;40417855;EMERALD LUXURY SUITE;312557750;Teresa;I Centro Storico;Entire home/apt;122;1.0;33;14/11/2021;1.42;2.0;169.0;26
18515;40417939;Barberini Terrace Boutique Apartment;24459917;Carol;I Centro Storico;Entire home/apt;72;1.0;4;14/11/2021;0.29;19.0;276.0;3
18516;40418207;Suite con Vasca Idromassaggio a 2 passi dal Centro;293643614;Orlando;XIII Aurelia;Private room;100;1.0;3;12/08/2020;0.13;7.0;245.0;0
18517;40419262;Colosseo Boutique Apartment;24459917;Carol;I Centro Storico;Entire home/apt;78;1.0;3;12/07/2021;0.22;19.0;320.0;2
18518;40419596;Pied a Terre Barberini;24459917;Carol;I Centro Storico;Entire home/apt;50;1.0;2;17/09/2021;0.38;19.0;337.0;2
18522;40421777;STILISH HOME WITH GARDEN -WIFI -PARKING;163886356;Caterina;XIII Aurelia;Entire home/apt;49;2.0;31;14/11/2021;1.29;1.0;347.0;16
18524;40422026;Diecember in Rome_charming apartment in Trastevere;312590161;Emanuele;I Centro Storico;Entire home/apt;66;1.0;29;07/12/2021;1.22;1.0;348.0;9
18525;40422481;Monthly Discount: sun-splashed 75m home w/ balcony;103852980;Ivo;V Prenestino/Centocelle;Entire home/apt;55;1.0;1;10/03/2020;0.05;1.0;174.0;0
18526;40423421;Bilocale zona San Pietro;32988393;Luigi E Alessia;XIII Aurelia;Entire home/apt;63;6.0;5;27/11/2021;0.22;1.0;145.0;4
18527;40424445;Stanza Privata Roma;312253709;Jo;IV Tiburtina;Private room;89;1.0;1;03/12/2019;0.04;1.0;89.0;0
18528;40426640;Navona-Campo de' Fiori Exclusive Luxury Penthouse;312639300;Vincenzo;I Centro Storico;Entire home/apt;200;2.0;17;28/11/2021;0.72;1.0;255.0;14
18530;40434187;Private double room with shared bathroom;310887232;The Beehive;I Centro Storico;Private room;67;1.0;2;24/10/2021;0.08;7.0;172.0;1
18531;40434373;4-Bed Female Only Dorm;310887232;The Beehive;I Centro Storico;Shared room;21;1.0;18;05/12/2021;0.76;7.0;173.0;3
18533;40434984;Double room with ensuite bathroom;310887232;The Beehive;I Centro Storico;Private room;80;1.0;1;24/10/2021;0.64;7.0;156.0;1
18534;40435008;Matrimoniale standard;312060569;Elena;I Centro Storico;Private room;70;3.0;2;03/01/2020;0.08;4.0;77.0;0
18535;40436461;The Bluehostel - Luminosa camera con bagno;312499118;The Bluehostel;I Centro Storico;Private room;83;1.0;3;26/10/2021;0.21;3.0;360.0;2
18536;40437530;Campo Dei Fiori Stunning And Quiet;201739458;Your.Rentals;I Centro Storico;Entire home/apt;165;1.0;5;10/10/2021;0.98;56.0;297.0;5
18537;40437603;History and modernity meet by Piazza Navona – Wifi, Elevator, AC;7473669;Sara;I Centro Storico;Entire home/apt;116;3.0;7;22/08/2021;0.32;12.0;294.0;4
18538;40438808;Industrial-style apartment next to Vatican Metro;158965750;Luca;I Centro Storico;Entire home/apt;154;2.0;28;03/08/2021;1.15;1.0;0.0;5
18539;40439485;ZAMBARELLI 50 STREET;1138475;Pier Paolo;XII Monte Verde;Entire home/apt;60;3.0;11;24/09/2021;0.47;9.0;35.0;6
18540;40440710;MyapARTsuite Trastevere Appartamento Superior;187845288;MyApARTsuite;XII Monte Verde;Entire home/apt;135;1.0;2;06/08/2021;0.09;11.0;208.0;1
18542;40442924;MyapARTsuite Trastevere Appartamento Executive;187845288;MyApARTsuite;XII Monte Verde;Entire home/apt;146;1.0;2;20/11/2021;2;11.0;360.0;2
18543;40443410;A World Aparts - 61 Margutta;19178087;R & B;I Centro Storico;Entire home/apt;79;1.0;4;04/08/2021;0.17;22.0;130.0;1
